Size_Class_Description,id,Street,Establishment_Name,Tel_No,Ward_Name,Mobile_No,ISICLev4,ISICLev4_Description,CPC_Description,CPC_Code,Year_Started,Postal_Address,District_Name,Manufacturing_Classification,Ownership_Description,Subsector,Region_Name,Zone_Name,Employment
Small,2620,Missing,NATALIS KASHINDYE,756396885,BOCHELA,756396885,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,10
Micro,2621,Missing,NATHANAEL GUNJU,782795660,Songambele,Missing,1622,Manufacture of buildersÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ carpentry and joinery,"Prefabricated buildings, of wood",38701,2011.0,Missing,Kongwa,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Small,2622,Missing,NATIONAL BEEKEPING SUPPLIES LTD,763558844,Viwandani,Missing,1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials","Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",31923,2011.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,5
Small,2623,Missing,NAZARETI  TAILORING MART,744472032,BR. YA 6,744472032,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,5
Micro,2624,Missing,NDEGELA ENTERPRISES,754383851,Makole,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2625,Missing,NDWAMBO TAILARING,755325107,Majengo,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Small,2626,Missing,NEEMA NOHA GROUP,787738459,MPWAPWA MJINI,787738459,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Mpwapwa,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,5
Micro,2627,Missing,NEEMA PAULO IRUNDE,716905206,Viwandani,Missing,1392,"Manufacture of made-up textile articles, except apparel",Worn clothing and other worn textile articles,39217,2011.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,2628,Missing,NEVA CHATONDO,754667937,Chemchem,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Kondoa,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,2629,Missing,NEW ALEN TAILORING MART,Missing,KIBAIGWA,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Kongwa,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,2630,Missing,NEW DUBAI,0758 031392,Uhuru,Missing,3211,Manufacture of jewellery and related articles,"Jewellery and other articles of precious metal or of metal clad with precious metal; articles of natural or cultured pearls or precious or semi-precious stones (natural, synthetic or reconstructed)",38240,2011.0,Missing,Dodoma Mjini,Minerals and Mineral Products,Private,Manufacturing,Dodoma,Central zone,2
Small,2631,Missing,NEW JERUSALEM TAILORING MART,Missing,MADUKANI,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,5
Small,2632,Sido,Newton  Mbigo,754827277,Sido,Missing,1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials","Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,20
Micro,2633,Missing,NEWTON E MBIGO,718937523,Viwandani,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Small,2634,Missing,NGARA OIL MILLS,0784 841172,Kibaigwa,0784 841172,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Kongwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,10
Micro,2635,Missing,NGOLIGA WORKSHOP,754849329,Viwandani,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2636,Missing,NGUVU MALI FENICHA,718445769,Uhuru,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Small,2637,Missing,NGUVUKAZI MACHINE,Missing,KIBAIGWA,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Kongwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,5
Small,2638,Kondoa,Nicholaus G. Mlingi,713817554,Kondoa,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Kondoa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,20
Micro,2639,Missing,NORMAN J IBRAHIM,654440585,Mpwapwa Mjini,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Mpwapwa,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,2640,Missing,NOTINA ENTERPRISES SERVICES,787434381,Kibaigwa,787434381,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Kongwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,2641,Missing,NSIYA PURE SUNFLOWER OIL,754861288,Kibaigwa,754861288,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Kongwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,10
Micro,2642,Missing,NURU ALLY,754498638,Chang'ombe,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2643,Missing,NYALI MILLING MACHINE,Missing,KIBAIGWA,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Kongwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,2644,"Mbabala Village, Dodoma",Nyamiti Women Group,0755 778 860,"Mbabala Village,",Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,20
Micro,2645,Missing,NYAMWEZI SUPER SEMBE,783145367,Chang'ombe,783145367,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,2646,Missing,NYEMO  GANDAWEGA,744693767,BR. YA KUMI,744693767,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Small,2647,BIRINGI STREET,NYEMO INVESTMENT CO. LTD,-489365,Kibaigwa,Missing,1040,Manufacture of vegetable and animal oils and fats,"Fats and oils and their fractions, of fish, other than liver oils",21525,2011.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,20
Small,2648,Missing,Nyemo Investment Co.Ltd,754488866,Tambukareli,754488866,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,10
Micro,2649,Uzunguni,Nyemo Investment Company Ltd,0754 488 866,Kibaigwa,Missing,1040,Manufacture of vegetable and animal oils and fats,"Fats and oils and their fractions, of fish, other than liver oils",21525,2011.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,2650,Missing,NYEMO TAILORING MART,Missing,MJI MPYA,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,5
Micro,2651,Missing,Nyota Njema,756047558,Majengo,756047558,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Small,2652,Missing,NYUNDO A NYUNDO,765409234,Miyuji,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,5
Small,2653,Missing,OKOA JANGA GROUP,786419590,Kolo,Missing,2750,Manufacture of domestic appliances,Domestic appliance manufacturing services,88757,2011.0,Missing,Kondoa,Electrics and Electronic Appliances,Private,Manufacturing,Dodoma,Central zone,5
Small,2654,Missing,OKOA MAZINGIRA GROUP,782223718,Kolo,Missing,2750,Manufacture of domestic appliances,Domestic appliance manufacturing services,88757,2011.0,Missing,Kondoa,Electrics and Electronic Appliances,Private,Manufacturing,Dodoma,Central zone,5
Micro,2655,Missing,OMAR MBUNGA TAILORING,0783 787378,Kondoa Mjini,0783 787378,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Kondoa,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Small,2656,Missing,Omari Hassani,784677649,UBEMBENI,784677649,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Kondoa,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,5
Micro,2657,Kondoa,Omari Yusuph Omari,683114265,Kibaigwa,Missing,1040,Manufacture of vegetable and animal oils and fats,"Fats and oils and their fractions, of fish, other than liver oils",21525,2011.0,Missing,Kondoa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,2658,Missing,OMBE SAKAYA PARACHO OIL PRESS MACHINE,785971506,Kibakwe,785971506,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Mpwapwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,2659,Missing,OMMY WORK SHOP ALUMINIUM,753180812,Chang'ombe,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2660,Missing,OMMY WORK SHOP MATERIALS AND ALUMINIUM,753180812,Chang'ombe,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2661,Missing,OMMY WORKSHOP AND ALUMINIUM WORK,0753 180812,Chang'ombe,0753 180812,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2662,Missing,Ona Sight Centre,0783 255030,Uhuru,Missing,2670,Manufacture of optical instruments and photographic equipments,"Optical fibres and optical fibre bundles; optical fibre cables (except those made up of individually sheathed fibres); sheets and plates of polarizing material; lenses, prisms, mirrors and other optical elements (except of glass not optically worked), whether or not mounted, other than for cameras, projectors or photographic enlargers or reducers",48311,2011.0,Missing,Dodoma Mjini,Electrics and Electronic Appliances,Private,Manufacturing,Dodoma,Central zone,2
Micro,2663,Missing,OREST MICHAEL KIMOLO,787635922,Kongwa,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Kongwa,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2664,Missing,ORIA WELDING,Missing,KIBAIGWA,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Kongwa,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2665,Missing,OSHEN MILLING MACHINE,0784-793353,KIBAIGWA,0784-793353,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Kongwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,2666,Missing,OSWARD BLASTUS KAPASI,769975362,Kiwanja cha Ndege,Missing,2750,Manufacture of domestic appliances,Domestic appliance manufacturing services,88757,2011.0,Missing,Dodoma Mjini,Electrics and Electronic Appliances,Private,Manufacturing,Dodoma,Central zone,2
Micro,2667,Missing,P. MAGUNILA,0786-610437,KIBAIGWA,0786-610437,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Kongwa,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,2668,Missing,PACHA SUNFLOWER,718213219,Kizota,718213219,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,2669,Missing,PAMBANA GROUP,769739718,Majengo,769739718,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,10
Micro,2670,Missing,PANGARAS  LYELU NOHA,786111338,Pwaga,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Mpwapwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,2671,Missing,PAROKIA MACHINE,789142928,Kibaigwa,789142928,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Kongwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,2672,Missing,PATRIC MHAGAMA,765744969,Kibaigwa,765744969,3311,Repair of fabricated metal products,"Maintenance and repair services of medical, precision and optical instruments",87154,2011.0,Missing,Kongwa,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,5
Small,2673,Missing,PATRICK WORKSHOP,Missing,KIBAIGWA,Missing,1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials","Wooden frames for paintings, photographs, mirrors or similar objects, and other articles of wood",31914,2011.0,Missing,Kongwa,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,5
Micro,2674,Missing,PECIOZA JOHN MHAYA,752900055,Kongwa,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Kongwa,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Small,2675,Missing,PELU  SUNFLOWER OIL,0754 870979,Sejeli,0754 870979,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Kongwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,10
Micro,2676,Missing,PEPSDIA TAIROLING,754043199,Viwandani,Missing,1392,"Manufacture of made-up textile articles, except apparel",Worn clothing and other worn textile articles,39217,2011.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Small,2677,Missing,PETER JOHN NGOWI,655005461,Uhuru,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,5
Micro,2678,Missing,PETER LILIO,786301848,Kongwa,786301848,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Kongwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,2679,Missing,PETER MATHAYO DAUD,756380061,Kongwa,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Kongwa,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2680,Missing,PETER MSAULILE MILLS MACHINE,683470465,Kibakwe,683470465,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Mpwapwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,2681,Missing,PHILIMON MWALAMBALO,713606013,KONGWA MJINI,713606013,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Kongwa,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,5
