Size_Class_Description,id,Street,Establishment_Name,Tel_No,Ward_Name,Mobile_No,ISICLev4,ISICLev4_Description,CPC_Description,CPC_Code,Year_Started,Postal_Address,District_Name,Manufacturing_Classification,Ownership_Description,Subsector,Region_Name,Zone_Name,Employment
Small,1666,MJI MPYA,SAMWEL ELIAS BENGU,762041858,Makutupora,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,1249,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,10
Micro,1667,MAJENGO,SAMWEL JOHN SEKIAGO,684113511,Mpwapwa Mjini,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2004.0,123,Mpwapwa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1668,TEMBELINONGA,SAMWEL NKUBUCHE LUKALI,785780312,Massa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2007.0,Missing,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1669,RC,SAMWEL TANGASI,768716308,Mlali,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,37,Kongwa ,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1670,MJINI MAGHARIBI,SARA SAMWEL KICHERE,768266414,Kongwa,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,57,Kongwa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Small,1671,GODAUNI,SAULI MTUI,Missing,Mrijo,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2012.0,830,Chemba ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,5
Micro,1672,KARUME,SAULI ONE,Missing,Kibaigwa,Missing,1313,Finishing of textiles,Textile finishing services,88213,2013.0,Missing,Kongwa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1673,BARAZANI,SAUMU JUMA NYANDU,Missing,Busi,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2010.0,Missing,Kondoa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1674,MPAKANI,SAURI RASHID KUANGA,768681241,Kibaigwa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2009.0,Missing,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1675,CHANGOMBE,SAVERY ALBERT KINOGA,Missing,Pwaga,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,12,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1676,SHULENI,SAVERY MWAKITA KITINYA,Missing,Kingiti,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2014.0,Missing,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1677,KATI A,SAYUNI LISTER KAMANDO,712012284,Mvumi Mission,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,23,Chamwino ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1678,JAMHURI,SEBASTIAN DELPHINO KANGEJA,765675562,Chipogoro,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2004.0,23,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1679,IBUMILA,SEBASTIAN KIBAWA,685988120,Songambele,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2008.0,120,Kongwa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1680,BARUTI,SEBASTIAN NDEE,718936100,Viwandani,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2013.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1681,POLISI,SECILIA PETER NYANGE,Missing,Mrijo,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,830,Chemba ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1682,TUPA,SEFU BAKARI BAKARI,787352309,Makang'wa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2000.0,Missing,Chamwino ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1683,SINGIDA ROAD,SEIF SALIM ABDALAH,Missing,Kwamtoro,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2012.0,397,Chemba ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1684,BWAWANI B,SEJESEJE CENTER TAIROLING MART,752903607,Hombolo,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2010.0,940,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1685,KINANGALI,SELEKI AMOSI,784845308,Zoissa,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,57,Kongwa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1686,MUHONDO,SELEMAI BUNGILE,767437248,Kingiti,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2004.0,48,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1687,UMOJA,SELEMANI ALLY TAILOR,718035501,Uhuru,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2000.0,3554,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1688,MAPOCHO,SELEMANI BAKARI MSONDE MILLS,782039038,Pandambili,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2008.0,49,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1689,MAPOCHO,SELEMANI BAKARI MSONDE OIL PRESS,716411386,Pandambili,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2008.0,49,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1690,BARABARA YA 8,SELEMANI JUMA TIMBER,767631509,Uhuru,Missing,1622,Manufacture of buildersÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ carpentry and joinery,"Prefabricated buildings, of wood",38701,2000.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1691,KINDO,SELEMANI KIPOTO,Missing,Songoro,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,81,Chemba ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1692,MUHONDO,SELEMANI MBUNGILE,767437248,Kingiti,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2014.0,48,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1693,MWINYI,SELEMANI MOMBO,688226667,Chilonwa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,126,Chamwino ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1694,MADUKANI,SELEMANI RASHID MWALUKO,Missing,Chandama,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2012.0,Missing,Chemba ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,1695,MAKOLE,SELESTINA KAUKI SHANGAI,754393020,Makole,Missing,2395,"Manufacture of articles of concrete, cement and plaster","Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or construction purposes; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms",37117,2002.0,1546,Dodoma Mjini,Building and Construction Materials,Private,Manufacturing,Dodoma,Central zone,10
Micro,1696,MJINI MAGHARIBI B,SEMEN JOEL MWENDI,Missing,Kongwa,Missing,2592,Treatment and coating of metals; machining,Metal treatment and coating services,88731,2011.0,Missing,Kongwa ,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1697,MWANZA AVENUE,SEMSUNGU OMARY,713319894,Uhuru,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1698,SABASABA,SEMVUA SAID (SIX),Missing,Viwandani,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2012.0,762,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1699,MNARANI,SENORINA MERIANANGA SWAI,Missing,Kondoa Mjini,Missing,1399,Manufacture of other textiles n.e.c.,Other textile manufacturing services n.e.c.,88219,2012.0,Missing,Kondoa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1700,KATI,SENYANGWA MBAIGWA,785218023,Makawa,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2010.0,57,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,1701,KARUME BWAWANI,SERIOUS BAKERY,752403030,Kibaigwa,784403030,1071,Manufacture of bakery products,"Crispbread; rusks, toasted bread and similar toasted products",23410,2013.0,100,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,5
Micro,1702,CHIMULI,SETI MAYANI (FUNDI SOFA),754305744,Makole,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2013.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1703,MADUKANI,SEVERINE MILLS,Missing,Mundemu,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,1999.0,Missing,Bahi ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1704,LUSINDE,SEVERINE PETER SHIRIMA,784465078,Chilonwa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,Missing,Chamwino ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1705,USILA,SHABAN RAJAB MHANDO,783370282,Dabalo,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2002.0,1126,Chamwino ,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1706,MAJENGO,SHABANI ABDALLAH SINGANO,Missing,Mpwapwa Mjini,Missing,2592,Treatment and coating of metals; machining,Metal treatment and coating services,88731,2006.0,41,Mpwapwa ,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1707,CHANGOMBE,SHABANI AHMED SHABANI MILLS,Missing,Mrijo,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,Missing,Chemba ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1708,CHANGOMBE,SHABANI ALLY SWALEHE,Missing,Mrijo,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,276,Chemba ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1709,KITONGOJI B,SHABANI ELISHA,758441859,Njoge,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,37,Kongwa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1710,BEREKO,SHABANI GADILE,789654540,Bereko,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2012.0,Missing,Kondoa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1711,Missing,SHABANI IDD,715014424,Chemchem,Missing,3211,Manufacture of jewellery and related articles,"Jewellery and other articles of precious metal or of metal clad with precious metal; articles of natural or cultured pearls or precious or semi-precious stones (natural, synthetic or reconstructed)",38240,2013.0,Missing,Kondoa ,Minerals and Mineral Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1712,SABASABA,SHABANI KASSIMU (FUNDI KASSIMU),Missing,Viwandani,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1713,MNARANI,SHABANI OMARY,783895125,Kondoa Mjini,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,Missing,Kondoa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Small,1714,MJIPYA,SHABANI RAMADHANI,Missing,Uhuru,Missing,2592,Treatment and coating of metals; machining,Metal treatment and coating services,88731,2012.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,5
Micro,1715,MBUGANI,SHABANI SAID IBONDO,762848491,Kolo,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2014.0,171,Kondoa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1716,BWAWANI / KARUME,SHADRACK ZEBEDAYO,754861288,Kibaigwa,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2009.0,Missing,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1717,CHADULU,SHAHI NGASU MACHINE,754069678,Tambukareli,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2014.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1718,KICHANGANI,SHAIBU CHEPA MILLING MACHINE,787259031,Kondoa Mjini,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,Missing,Kondoa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1719,BAHI,SHAIBU RAJABU MILLS,Missing,Bahi,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,1998.0,Missing,Bahi ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1720,CHADULU A,SHAIRAN OMARY MTULA OIL MILL,Missing,Tambukareli,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2013.0,1249,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1721,MISUFINI,SHAKILA RAMADHANI,Missing,Mrijo,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2012.0,830,Chemba ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1722,MAGUI,SHANAN HALIFA MISANYA,685605236,Mnenia,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2012.0,Missing,Kondoa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,1723,IPAGALA,SHANGWE HARDWARE LTD,Missing,Ipagala,Missing,2395,"Manufacture of articles of concrete, cement and plaster","Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or construction purposes; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms",37117,2009.0,Missing,Dodoma Mjini,Building and Construction Materials,Private,Manufacturing,Dodoma,Central zone,20
Small,1724,EMAUNS,SHANGWE HARDWER LIMITED,718573700,Ipagala,Missing,2395,"Manufacture of articles of concrete, cement and plaster","Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or construction purposes; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms",37117,2006.0,90376,Dodoma Mjini,Building and Construction Materials,Private,Manufacturing,Dodoma,Central zone,10
Micro,1725,MALECHELA,SHANGWE MLYAPESA NG'EVE,754676636,Kibaigwa,Missing,1610,Sawmilling and planing of wood,Logs of coniferous wood,3110,2008.0,Missing,Kongwa ,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1726,MJINI MAGHARIBI B,SHARIFA ONESMO KWEKA,718041175,Kongwa,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,57,Kongwa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1727,DAR ES SALAAM,SHARIFU IBRAHIMU NGOMOLE,685948289,Malolo,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1728,Missing,Shawana's Enterprises,Missing,Kibaigwa,Missing,1040,Manufacture of vegetable and animal oils and fats,"Fats and oils and their fractions, of fish, other than liver oils",21525,1984.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1729,MAJENGO,SHEDRACK JULIUS KASUKE MILLS,Missing,Luhundwa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2009.0,Missing,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1730,MASANGE,SHEK RAMADHAN SUNGU,784973877,Masange,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2004.0,Missing,Kondoa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1731,MPHONGWA,SHEM RASHID KIRANJA,789933157,Chamkoroma,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,Missing,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1732,MLOWA,SHILA ELIAS,787048615,Mkoka,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2013.0,147,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1733,MWONGOZO,SHUKRANI A. MESSO,Missing,Songambele,Missing,2592,Treatment and coating of metals; machining,Metal treatment and coating services,88731,2013.0,120,Kongwa ,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1734,SOKOINE,SHUKURU DAUDI MTEGULA,688436810,Ipera,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2012.0,12,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1735,SAGALA B,SIBONIKE IBO MWASONGWE,757190375,Sagara,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2014.0,185,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1736,MATHIAS,SIHA SUPER SEMBE,754533762,Miyuji,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2002.0,3623,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1737,BARABARA YA TISA,SIJADAKA GROUP,755568950,Uhuru,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2009.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1738,CHIDIDIMO,SIKAPITE WILLIAM TOMAS,765489196,Mtumba,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2014.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1739,CHIWE,SIKUDHANI LUKA LUBELEJE,763565170,Chiwe,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,57,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1740,MJINI CHINI,SILVANO MUOMBELA,Missing,Kibakwe,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2010.0,Missing,Mpwapwa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1741,POZAMOYO,SILVANO MWALLUKO MGANGA,783144093,Nghambi,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2008.0,12,Mpwapwa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1742,KILIMANI,SILVESTER SABUGO,714206740,Gulwe,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2007.0,12,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,1743,MTAKUJA,SILVIRO JACKON MASIMA,Missing,Kibakwe,Missing,2592,Treatment and coating of metals; machining,Metal treatment and coating services,88731,2004.0,Missing,Mpwapwa ,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,5
Small,1744,MTAKUJA,SILVIRO JACKOS MASIMA,Missing,Kibakwe,Missing,2592,Treatment and coating of metals; machining,Metal treatment and coating services,88731,2004.0,Missing,Mpwapwa ,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,5
Micro,1745,KARUME,SIMEON MANYEZI,764991377,Hombolo,Missing,1610,Sawmilling and planing of wood,Logs of coniferous wood,3110,2006.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1746,MORISHENI,SIMIONI DISSA JUMBE MILLS,766485052,Kongwa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2002.0,Missing,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1747,MORISHENI,SIMIONI DISSA JUMBE OIL PRESSING,766485052,Kongwa,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2013.0,Missing,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1748,MAKOLE KATI,SIMON BINDE MILL,787970072,Chamkoroma,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,Missing,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1749,POLISI,SIMON FABIANO MATHIA OIL MILLS,Missing,Mrijo,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,830,Chemba ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1750,MIJINI MAGHARIBI B,SIMON GURACHED MMBAGA,714740373,Kongwa,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2010.0,Missing,Kongwa ,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1751,VERTENARY,SIMON LUWAYE SENSELA,769825894,Mlali,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2006.0,57,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1752,IHANDA,SIMON LUWAYE SENSELA MILLS,769825894,Mlali,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,136,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1753,KALOLENI,SIMON MICHAEL JENGA,714696689,Chunyu,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,12,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1754,KIBAON B,SIMON PETER BINDE,787970072,Chamkoroma,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,Missing,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1755,BARUTI,SIMON RAMADHANI SUNGI,Missing,Viwandani,Missing,2599,Manufacture of other fabricated metal products n.e.c.,Other fabricated metal product manufacturing services n.e.c.,88739,2013.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1756,AZIMO,SIMON YORAM MWAGATWA,Missing,Mtera,Missing,3510,"Electric power generation, transmission and distribution",Electrical energy,17100,2013.0,4401,Mpwapwa ,Electrics and Electronic Appliances,Private,"Electricity, gas, steam and air conditioning supply",Dodoma,Central zone,2
Micro,1757,KITONGOJI A,SIMONI MANGATI,783599215,Njoge,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2014.0,37,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1758,BAHI MISHENI,SINGIDANI WORKSHOP,Missing,Bahi,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2014.0,Missing,Bahi ,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1759,MAHONGO KATI,SIRAJI RAMADHANI,683790655,Bumbuta,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2013.0,Missing,Kondoa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1760,UHURU RD JAMUHURI,SOKI COMAPANYA LTD,Missing,Uhuru,Missing,2599,Manufacture of other fabricated metal products n.e.c.,Other fabricated metal product manufacturing services n.e.c.,88739,2000.0,3605,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1761,SHULENI,SOLAS WILLIAM SENYANGWA,786917078,Luhundwa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,Missing,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1762,CHANG'OMBE JUU,SOPHIA ADAM ALLY,Missing,Chang'ombe,Missing,1399,Manufacture of other textiles n.e.c.,Other textile manufacturing services n.e.c.,88219,2013.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1763,SOKONI MAJENGO,SOPHIA JEREMIAH MUYUMBANI,Missing,Majengo,Missing,1399,Manufacture of other textiles n.e.c.,Other textile manufacturing services n.e.c.,88219,2013.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1764,CHILEWA,SOPHIA POSHO MILLS,753390127,Chang'ombe,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2002.0,155,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1765,BAHI ROAD,SOPHIA SAID,789854450,Majengo,Missing,1392,"Manufacture of made-up textile articles, except apparel",Worn clothing and other worn textile articles,39217,2008.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1766,STATION,SOSPEETER RAMADHANI MSABAHA,753446834,Mtumba,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
